"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"01320";"2090093";"40";"l";"Non";"Non"
2022;"01320";"2090101";"20";"l";"Non";"Non"
2022;"01320";"2090111";"216.02";"l";"Non";"Non"
2022;"01320";"2090113";"60";"l";"Non";"Non"
2022;"01320";"2090118";"100";"l";"Non";"Non"
2022;"01320";"2090146";"4.84";"l";"Oui";"Non"
2022;"01320";"2090153";"70";"kg";"Non";"Non"
2022;"01320";"2090186";"380";"l";"Non";"Non"
2022;"01320";"2090199";"1.75";"l";"Oui";"Non"
2022;"01320";"2090200";"4.5";"l";"Oui";"Non"
2022;"01320";"2100009";"23.64";"kg";"Non";"Non"
2022;"01320";"2100016";"3.25";"kg";"Non";"Non"
2022;"01320";"2100030";"820";"kg";"Non";"Non"
2022;"01320";"2100057";"55";"l";"Non";"Non"
2022;"01320";"2100108";"340";"l";"Non";"Non"
2022;"01320";"2100111";"250";"l";"Non";"Non"
2022;"01320";"2100112";"10";"l";"Non";"Non"
2022;"01320";"2100114";"3";"kg";"Non";"Non"
2022;"01320";"2100121";"8";"l";"Non";"Non"
2022;"01320";"2100138";"245";"l";"Non";"Non"
2022;"01320";"2100151";"3.3";"l";"Non";"Non"
2022;"01320";"2100177";"21.25";"kg";"Non";"Non"
2022;"01320";"2110007";"3";"kg";"Non";"Non"
2022;"01320";"2110040";"0.19";"kg";"Oui";"Non"
2022;"01320";"2110102";"241.84";"l";"Non";"Non"
2022;"01320";"2110104";"21";"l";"Non";"Non"
2022;"01320";"2110111";"330";"l";"Non";"Non"
2022;"01320";"2110144";"60";"l";"Non";"Non"
2022;"01320";"2110149";"9.18";"l";"Oui";"Non"
2022;"01320";"2110150";"1.47";"l";"Oui";"Non"
2022;"01320";"2110152";"11";"l";"Non";"Non"
2022;"01320";"2110167";"10";"l";"Non";"Non"
2022;"01320";"2110180";"0.92";"kg";"Oui";"Non"
2022;"01320";"2120041";"18.90";"l";"Non";"Non"
2022;"01320";"2120048";"59";"l";"Non";"Non"
2022;"01320";"2120143";"1575";"l";"Non";"Non"
2022;"01320";"2120219";"2.5";"l";"Non";"Non"
2022;"01320";"2130063";"290";"l";"Non";"Non"
2022;"01320";"2130075";"60";"kg";"Non";"Non"
2022;"01320";"2130083";"39";"l";"Non";"Non"
2022;"01320";"2130086";"1005";"kg";"Non";"Non"
2022;"01320";"2130091";"20";"l";"Non";"Non"
2022;"01320";"2130126";"63.1";"kg";"Oui";"Non"
2022;"01320";"2130140";"830";"l";"Non";"Non"
2022;"01320";"2130153";"0.99";"l";"Oui";"Non"
2022;"01320";"2130251";"5";"l";"Non";"Non"
2022;"01320";"2130253";"150";"l";"Non";"Non"
2022;"01320";"2130266";"85";"l";"Non";"Non"
2022;"01320";"2140121";"94.20";"l";"Oui";"Non"
2022;"01320";"2140147";"10";"l";"Non";"Non"
2022;"01320";"2140152";"25";"l";"Non";"Non"
2022;"01320";"2140167";"2.16";"l";"Oui";"Non"
2022;"01320";"2140173";"10";"l";"Non";"Non"
2022;"01320";"2140193";"1.1";"l";"Oui";"Non"
2022;"01320";"2140208";"90";"kg";"Non";"Non"
2022;"01320";"2140252";"43.79";"kg";"Oui";"Non"
2022;"01320";"2140257";"130";"l";"Non";"Non"
2022;"01320";"2140258";"35";"l";"Non";"Non"
2022;"01320";"2150007";"20";"kg";"Non";"Non"
2022;"01320";"2150022";"35";"l";"Non";"Non"
2022;"01320";"2150028";"390";"l";"Non";"Non"
2022;"01320";"2150124";"44.28";"l";"Non";"Non"
2022;"01320";"2150125";"16";"l";"Non";"Non"
2022;"01320";"2150140";"940";"l";"Non";"Non"
2022;"01320";"2150417";"0.80";"l";"Oui";"Non"
2022;"01320";"2150790";"6.48";"kg";"Oui";"Non"
2022;"01320";"2150964";"980";"kg";"Non";"Non"
2022;"01320";"2160064";"9.91";"l";"Non";"Non"
2022;"01320";"2160115";"39.0";"l";"Oui";"Non"
2022;"01320";"2160226";"340";"kg";"Non";"Non"
2022;"01320";"2160260";"35";"l";"Non";"Non"
2022;"01320";"2160384";"190";"l";"Non";"Non"
2022;"01320";"2160479";"110";"l";"Non";"Non"
2022;"01320";"2160615";"1.7";"kg";"Oui";"Non"
2022;"01320";"2160693";"64";"l";"Non";"Non"
2022;"01320";"2160724";"90";"l";"Non";"Non"
2022;"01320";"2160781";"20";"l";"Non";"Non"
2022;"01320";"2160920";"140";"l";"Non";"Non"
2022;"01320";"2160931";"50";"l";"Non";"Non"
2022;"01320";"2160936";"10";"l";"Non";"Non"
2022;"01320";"2160959";"215";"l";"Non";"Non"
2022;"01320";"2161101";"7.2";"l";"Non";"Non"
2022;"01320";"2170035";"0.5";"kg";"Non";"Non"
2022;"01320";"2170243";"4.11";"l";"Oui";"Non"
2022;"01320";"2170381";"315";"l";"Non";"Non"
2022;"01320";"2170421";"5";"l";"Non";"Non"
2022;"01320";"2170425";"20";"l";"Non";"Non"
2022;"01320";"2170752";"0.3";"l";"Non";"Non"
2022;"01320";"2170977";"1.08";"l";"Oui";"Non"
2022;"01320";"2170978";"0.51";"l";"Oui";"Non"
2022;"01320";"2170979";"62";"kg";"Non";"Non"
2022;"01320";"2170992";"3";"l";"Non";"Non"
2022;"01320";"2171054";"80";"l";"Non";"Non"
2022;"01320";"2171066";"380";"l";"Non";"Non"
2022;"01320";"2171067";"0.84";"l";"Oui";"Non"
2022;"01320";"2180039";"10";"l";"Non";"Non"
2022;"01320";"2180124";"16.98";"l";"Non";"Non"
2022;"01320";"2180233";"33";"l";"Non";"Non"
2022;"01320";"2180319";"0.89";"l";"Oui";"Non"
2022;"01320";"2180404";"220";"l";"Non";"Non"
2022;"01320";"2180858";"0.08";"kg";"Oui";"Non"
2022;"01320";"2180865";"0.1";"l";"Non";"Non"
2022;"01320";"2180888";"1.34";"l";"Oui";"Non"
2022;"01320";"2189993";"1.80";"kg";"Oui";"Non"
2022;"01320";"2190016";"30";"l";"Non";"Non"
2022;"01320";"2190062";"6";"l";"Non";"Non"
2022;"01320";"2190215";"6";"l";"Non";"Non"
2022;"01320";"2190311";"17.59";"l";"Non";"Non"
2022;"01320";"2190319";"25.03";"l";"Oui";"Non"
2022;"01320";"2190634";"90";"l";"Non";"Non"
2022;"01320";"2190687";"9";"kg";"Non";"Non"
2022;"01320";"2190722";"170";"l";"Non";"Non"
2022;"01320";"2190760";"14.4";"kg";"Oui";"Non"
2022;"01320";"2190808";"4.70";"l";"Oui";"Non"
2022;"01320";"2190811";"13.32";"l";"Oui";"Non"
2022;"01320";"2200059";"0.82";"l";"Oui";"Non"
2022;"01320";"2200066";"40";"l";"Non";"Non"
2022;"01320";"2200317";"54";"l";"Non";"Non"
2022;"01320";"2200526";"13.76";"l";"Oui";"Non"
2022;"01320";"2200736";"0.2";"l";"Non";"Non"
2022;"01320";"2200753";"140";"l";"Non";"Non"
2022;"01320";"2200756";"40";"l";"Non";"Non"
2022;"01320";"2210138";"120";"l";"Non";"Non"
2022;"01320";"2210165";"290";"kg";"Non";"Non"
2022;"01320";"2210567";"60";"l";"Non";"Non"
2022;"01320";"2210568";"270";"l";"Non";"Non"
2022;"01320";"2210743";"15";"l";"Non";"Non"
2022;"01320";"2220753";"0.1";"l";"Non";"Non"
2022;"01320";"7900708";"80";"l";"Non";"Non"
2022;"01320";"8300488";"120";"l";"Non";"Non"
2022;"01320";"8400096";"43";"l";"Non";"Non"
2022;"01320";"8400255";"1.5";"kg";"Non";"Non"
2022;"01320";"8400574";"95";"l";"Non";"Non"
2022;"01320";"8700196";"1";"l";"Non";"Non"
2022;"01320";"8700462";"2140";"l";"Non";"Non"
2022;"01320";"8800504";"1";"l";"Non";"Non"
2022;"01320";"8800827";"5";"l";"Non";"Non"
2022;"01320";"8900564";"15";"l";"Non";"Non"
2022;"01320";"9000259";"0.72";"kg";"Non";"Non"
2022;"01320";"9000282";"75";"l";"Non";"Non"
2022;"01320";"9000490";"18.9";"l";"Non";"Non"
2022;"01320";"9000619";"90";"l";"Non";"Non"
2022;"01320";"9000833";"15";"l";"Non";"Non"
2022;"01320";"9100046";"3";"l";"Non";"Non"
2022;"01320";"9100296";"170";"l";"Non";"Non"
2022;"01320";"9100418";"85";"l";"Non";"Non"
2022;"01320";"9400052";"58";"l";"Non";"Non"
2022;"01320";"9400085";"57";"l";"Non";"Non"
2022;"01320";"9500147";"4.55";"kg";"Oui";"Non"
2022;"01320";"9600093";"9.99";"l";"Non";"Non"
2022;"01320";"9800085";"80";"l";"Non";"Non"
2022;"01320";"9800182";"275";"l";"Non";"Non"
2022;"01320";"9800259";"25";"l";"Non";"Non"
2022;"01320";"9800262";"0.8";"kg";"Non";"Non"
2022;"01320";"9800336";"99";"l";"Non";"Non"
2022;"01320";"9800344";"0.1";"l";"Non";"Non"
2022;"01320";"9800481";"3.92";"l";"Non";"Non"
2022;"01320";"9900047";"35";"l";"Non";"Non"
2022;"01320";"9900115";"17";"l";"Non";"Non"
2022;"01320";"9900251";"700";"l";"Non";"Non"
2022;"01320";"9900257";"13";"kg";"Oui";"Non"
2022;"01330";"2000003";"180.5";"l";"Non";"Non"
2022;"01330";"2000018";"120";"kg";"Non";"Non"
2022;"01330";"2000044";"55";"l";"Non";"Non"
2022;"01330";"2000122";"0.59";"l";"Non";"Non"
2022;"01330";"2000125";"6.93";"kg";"Oui";"Non"
2022;"01330";"2000201";"0.94";"l";"Non";"Non"
2022;"01330";"2000202";"140";"l";"Non";"Non"
2022;"01330";"2000299";"7";"l";"Non";"Non"
2022;"01330";"2000316";"2";"l";"Non";"Non"
2022;"01330";"2000327";"10";"l";"Non";"Non"
2022;"01330";"2000369";"0.2";"kg";"Non";"Non"
2022;"01330";"2000461";"5";"l";"Non";"Non"
2022;"01330";"2000536";"0.57";"kg";"Non";"Non"
2022;"01330";"2010030";"130";"l";"Non";"Non"
2022;"01330";"2010239";"25";"l";"Non";"Non"
2022;"01330";"2010280";"24.05";"l";"Non";"Non"
2022;"01330";"2010282";"59";"l";"Non";"Non"
2022;"01330";"2010495";"435";"kg";"Non";"Non"
2022;"01330";"2010531";"10";"l";"Non";"Non"
2022;"01330";"2020474";"40";"l";"Non";"Non"
2022;"01330";"2030071";"40";"kg";"Non";"Non"
2022;"01330";"2030255";"270";"l";"Non";"Non"
2022;"01330";"2030323";"8.64";"l";"Non";"Non"
2022;"01330";"2040146";"8.3";"l";"Non";"Non"
2022;"01330";"2050075";"1.5";"kg";"Non";"Non"
2022;"01330";"2060084";"40";"kg";"Non";"Non"
2022;"01330";"2060088";"635";"l";"Non";"Non"
2022;"01330";"2060119";"0.18";"kg";"Non";"Non"
2022;"01330";"2060127";"0.8";"l";"Non";"Non"
2022;"01330";"2060131";"15";"l";"Non";"Non"
2022;"01330";"2060194";"676";"kg";"Non";"Non"
2022;"01330";"2070184";"90";"l";"Non";"Non"
2022;"01330";"2070185";"5";"l";"Non";"Non"
2022;"01330";"2070221";"230";"l";"Non";"Non"
2022;"01330";"2080094";"2";"kg";"Non";"Non"
2022;"01330";"2080105";"35";"l";"Non";"Non"
2022;"01330";"2080117";"0.70";"kg";"Non";"Non"
2022;"01330";"2080136";"1";"kg";"Non";"Non"
2022;"01330";"2080145";"54";"l";"Non";"Non"
2022;"01330";"2090011";"80";"l";"Non";"Non"
2022;"01330";"2090016";"20";"l";"Non";"Non"
2022;"01330";"2090037";"48";"kg";"Non";"Non"
2022;"01330";"2090041";"9";"kg";"Non";"Non"
2022;"01330";"2090042";"6";"kg";"Non";"Non"
2022;"01330";"2090050";"16100";"kg";"Non";"Non"
2022;"01330";"2090054";"1.26";"kg";"Non";"Non"
2022;"01330";"2090064";"285";"l";"Non";"Non"
2022;"01330";"2090068";"15";"l";"Non";"Non"
2022;"01330";"2090080";"150";"l";"Non";"Non"
2022;"01330";"2090093";"300";"l";"Non";"Non"
2022;"01330";"2090101";"170";"l";"Non";"Non"
2022;"01330";"2090111";"156.50";"l";"Non";"Non"
2022;"01330";"2090113";"30";"l";"Non";"Non"
2022;"01330";"2090114";"1";"kg";"Non";"Non"
2022;"01330";"2090117";"25";"l";"Non";"Non"
2022;"01330";"2090118";"90";"l";"Non";"Non"
2022;"01330";"2090127";"5";"l";"Non";"Non"
2022;"01330";"2090136";"20";"l";"Non";"Non"
2022;"01330";"2090146";"28.17";"l";"Oui";"Non"
2022;"01330";"2090153";"74";"kg";"Non";"Non"
2022;"01330";"2090186";"710";"l";"Non";"Non"
2022;"01330";"2090199";"2.10";"l";"Oui";"Non"
2022;"01330";"2090200";"19.73";"l";"Oui";"Non"
2022;"01330";"2100009";"19.92";"kg";"Non";"Non"
2022;"01330";"2100014";"0.6";"kg";"Non";"Non"
2022;"01330";"2100015";"0.19";"kg";"Non";"Non"
2022;"01330";"2100016";"2";"kg";"Non";"Non"
2022;"01330";"2100028";"20";"l";"Non";"Non"
2022;"01330";"2100030";"220";"kg";"Non";"Non"
2022;"01330";"2100052";"70";"l";"Non";"Non"
2022;"01330";"2100057";"85";"l";"Non";"Non"
2022;"01330";"2100108";"590.5";"l";"Non";"Non"
2022;"01330";"2100111";"250";"l";"Non";"Non"
2022;"01330";"2100114";"5";"kg";"Non";"Non"
2022;"01330";"2100121";"45";"l";"Non";"Non"
2022;"01330";"2100138";"235";"l";"Non";"Non"
2022;"01330";"2100151";"14.08";"l";"Non";"Non"
2022;"01330";"2100215";"10";"l";"Non";"Non"
2022;"01330";"2100227";"20";"l";"Non";"Non"
2022;"01330";"2100234";"15";"l";"Non";"Non"
2022;"01330";"2100244";"40";"l";"Non";"Non"
2022;"01330";"2110007";"9";"kg";"Non";"Non"
2022;"01330";"2110012";"5";"l";"Non";"Non"
2022;"01330";"2110040";"0.56";"kg";"Oui";"Non"
2022;"01330";"2110041";"1.4";"l";"Non";"Non"
2022;"01330";"2110082";"2.4";"kg";"Non";"Non"
2022;"01330";"2110095";"30";"l";"Non";"Non"
2022;"01330";"2110102";"201.62";"l";"Non";"Non"
2022;"01330";"2110111";"490";"l";"Non";"Non"
2022;"01330";"2110141";"35";"l";"Non";"Non"
2022;"01330";"2110144";"155";"l";"Non";"Non"
2022;"01330";"2110149";"20.47";"l";"Oui";"Non"
2022;"01330";"2110150";"5.67";"l";"Oui";"Non"
2022;"01330";"2110152";"13";"l";"Non";"Non"
2022;"01330";"2110162";"29";"l";"Non";"Non"
2022;"01330";"2110167";"15";"l";"Non";"Non"
2022;"01330";"2110180";"1.25";"kg";"Oui";"Non"
2022;"01330";"2110191";"30";"l";"Non";"Non"
2022;"01330";"2110196";"0.1";"kg";"Oui";"Non"
2022;"01330";"2120041";"55.67";"l";"Non";"Non"
2022;"01330";"2120048";"54";"l";"Non";"Non"
2022;"01330";"2120071";"1";"l";"Non";"Non"
2022;"01330";"2120075";"21.6";"l";"Non";"Non"
2022;"01330";"2120081";"1";"l";"Non";"Non"
2022;"01330";"2120120";"155";"l";"Non";"Non"
2022;"01330";"2120143";"900";"l";"Non";"Non"
2022;"01330";"2120153";"40.8";"l";"Non";"Non"
2022;"01330";"2120210";"4";"l";"Non";"Non"
2022;"01330";"2120219";"2";"l";"Non";"Non"
2022;"01330";"2130059";"5";"l";"Non";"Non"
2022;"01330";"2130063";"410";"l";"Non";"Non"
2022;"01330";"2130068";"74";"l";"Non";"Non"
2022;"01330";"2130075";"200";"kg";"Non";"Non"
2022;"01330";"2130079";"1";"l";"Non";"Non"
2022;"01330";"2130083";"5";"l";"Non";"Non"
2022;"01330";"2130086";"120";"kg";"Non";"Non"
2022;"01330";"2130091";"83";"l";"Non";"Non"
2022;"01330";"2130126";"16.0";"kg";"Oui";"Non"
2022;"01330";"2130129";"15";"kg";"Non";"Non"
2022;"01330";"2130140";"810";"l";"Non";"Non"
2022;"01330";"2130153";"4.06";"l";"Oui";"Non"
2022;"01330";"2130193";"25";"l";"Non";"Non"
2022;"01330";"2130249";"60";"l";"Non";"Non"
2022;"01330";"2130251";"15";"l";"Non";"Non"
2022;"01330";"2130253";"30";"l";"Non";"Non"
2022;"01330";"2130266";"45";"l";"Non";"Non"
2022;"01330";"2140078";"21.37";"l";"Non";"Non"
2022;"01330";"2140090";"5";"l";"Non";"Non"
2022;"01330";"2140098";"85";"l";"Non";"Non"
2022;"01330";"2140121";"196.88";"l";"Oui";"Non"
2022;"01330";"2140124";"4.5";"kg";"Non";"Non"
2022;"01330";"2140147";"20";"l";"Non";"Non"
2022;"01330";"2140148";"5";"l";"Non";"Non"
2022;"01330";"2140152";"40";"l";"Non";"Non"
2022;"01330";"2140167";"3.25";"l";"Oui";"Non"
2022;"01330";"2140193";"2.2";"l";"Oui";"Non"
2022;"01330";"2140252";"48.38";"kg";"Oui";"Non"
2022;"01330";"2140257";"50";"l";"Non";"Non"
2022;"01330";"2140258";"150";"l";"Non";"Non"
2022;"01330";"2150028";"565";"l";"Non";"Non"
2022;"01330";"2150084";"15";"l";"Non";"Non"
2022;"01330";"2150124";"31.32";"l";"Non";"Non"
2022;"01330";"2150125";"29.6";"l";"Non";"Non"
2022;"01330";"2150140";"3960";"l";"Non";"Non"
2022;"01330";"2150417";"1.53";"l";"Oui";"Non"
2022;"01330";"2150483";"2200";"kg";"Non";"Non"
2022;"01330";"2150626";"6";"l";"Non";"Non"
2022;"01330";"2150753";"15.7";"l";"Non";"Non"
2022;"01330";"2150757";"25";"l";"Non";"Non"
2022;"01330";"2150790";"25.26";"kg";"Oui";"Non"
2022;"01330";"2150918";"5";"l";"Non";"Non"
2022;"01330";"2150964";"1040";"kg";"Non";"Non"
2022;"01330";"2160064";"24.18";"l";"Non";"Non"
2022;"01330";"2160115";"85.0";"l";"Oui";"Non"
2022;"01330";"2160226";"160";"kg";"Non";"Non"
2022;"01330";"2160260";"102.9";"l";"Non";"Non"
2022;"01330";"2160384";"87";"l";"Non";"Non"
2022;"01330";"2160387";"40";"l";"Non";"Non"
2022;"01330";"2160479";"35";"l";"Non";"Non"
2022;"01330";"2160556";"4";"l";"Non";"Non"
2022;"01330";"2160615";"3.95";"kg";"Oui";"Non"
2022;"01330";"2160617";"20";"l";"Non";"Non"
2022;"01330";"2160693";"189";"l";"Non";"Non"
2022;"01330";"2160781";"140";"l";"Non";"Non"
2022;"01330";"2160830";"4.5";"l";"Non";"Non"
2022;"01330";"2160900";"20";"l";"Non";"Non"
2022;"01330";"2160920";"5";"l";"Non";"Non"
2022;"01330";"2160931";"130";"l";"Non";"Non"
2022;"01330";"2160936";"8";"l";"Non";"Non"
2022;"01330";"2160937";"6";"l";"Non";"Non"
2022;"01330";"2160953";"25";"l";"Non";"Non"
2022;"01330";"2160959";"310";"l";"Non";"Non"
2022;"01330";"2161101";"37.36";"l";"Non";"Non"
2022;"01330";"2170158";"15.8";"l";"Non";"Non"
2022;"01330";"2170216";"6";"kg";"Non";"Non"
2022;"01330";"2170243";"15.88";"l";"Oui";"Non"
2022;"01330";"2170263";"10";"l";"Non";"Non"
2022;"01330";"2170381";"230";"l";"Non";"Non"
2022;"01330";"2170421";"200";"l";"Non";"Non"
2022;"01330";"2170424";"20";"l";"Non";"Non"
2022;"01330";"2170429";"10";"l";"Non";"Non"
2022;"01330";"2170686";"15";"l";"Non";"Non"
2022;"01330";"2170752";"0.41";"l";"Non";"Non"
2022;"01330";"2170854";"80";"l";"Non";"Non"
2022;"01330";"2170977";"4.34";"l";"Oui";"Non"
2022;"01330";"2170978";"3.03";"l";"Oui";"Non"
2022;"01330";"2170979";"28";"kg";"Non";"Non"
2022;"01330";"2170992";"3";"l";"Non";"Non"
2022;"01330";"2171054";"10";"l";"Non";"Non"
2022;"01330";"2171066";"150";"l";"Non";"Non"
2022;"01330";"2171067";"5.88";"l";"Oui";"Non"
2022;"01330";"2171200";"25";"kg";"Non";"Non"
2022;"01330";"2180009";"4";"kg";"Non";"Non"
2022;"01330";"2180088";"30";"l";"Non";"Non"
2022;"01330";"2180124";"24.22";"l";"Non";"Non"
2022;"01330";"2180196";"3.5";"l";"Non";"Non"
2022;"01330";"2180233";"38";"l";"Non";"Non"
2022;"01330";"2180260";"112";"kg";"Non";"Non"
2022;"01330";"2180319";"8.90";"l";"Oui";"Non"
2022;"01330";"2180369";"10";"l";"Non";"Non"
2022;"01330";"2180404";"145";"l";"Non";"Non"
2022;"01330";"2180463";"240";"kg";"Non";"Non"
2022;"01330";"2180581";"3";"l";"Non";"Non"
2022;"01330";"2180619";"10";"l";"Non";"Non"
2022;"01330";"2180703";"3";"l";"Non";"Non"
2022;"01330";"2180858";"0.08";"kg";"Oui";"Non"
2022;"01330";"2180865";"0.03";"l";"Non";"Non"
2022;"01330";"2180888";"2.24";"l";"Oui";"Non"
2022;"01330";"2189993";"4.05";"kg";"Oui";"Non"
2022;"01330";"2190040";"160";"l";"Non";"Non"
2022;"01330";"2190062";"8";"l";"Non";"Non"
2022;"01330";"2190088";"0.75";"l";"Oui";"Non"
2022;"01330";"2190173";"342";"kg";"Non";"Non"
2022;"01330";"2190249";"15";"l";"Non";"Non"
2022;"01330";"2190265";"235";"kg";"Non";"Non"
2022;"01330";"2190268";"1.8";"l";"Non";"Non"
2022;"01330";"2190311";"16.27";"l";"Non";"Non"
2022;"01330";"2190319";"62.36";"l";"Oui";"Non"
2022;"01330";"2190346";"0.09";"kg";"Oui";"Non"
2022;"01330";"2190395";"50";"l";"Non";"Non"
2022;"01330";"2190457";"0.5";"kg";"Non";"Non"
2022;"01330";"2190509";"10";"l";"Non";"Non"
2022;"01330";"2190686";"55";"l";"Non";"Non"
2022;"01330";"2190687";"3";"kg";"Non";"Non"
2022;"01330";"2190760";"13.2";"kg";"Oui";"Non"
2022;"01330";"2190808";"17.27";"l";"Oui";"Non"
2022;"01330";"2190811";"14.99";"l";"Oui";"Non"
2022;"01330";"2200059";"3.18";"l";"Oui";"Non"
2022;"01330";"2200451";"2";"l";"Non";"Non"
2022;"01330";"2200526";"19.27";"l";"Oui";"Non"
2022;"01330";"2200736";"0.1";"l";"Non";"Non"
2022;"01330";"2200753";"380";"l";"Non";"Non"
2022;"01330";"2210013";"40";"l";"Non";"Non"
2022;"01330";"2210138";"50";"l";"Non";"Non"
2022;"01330";"2210142";"0.9";"kg";"Non";"Non"
2022;"01330";"2210192";"140";"l";"Non";"Non"
2022;"01330";"2210443";"80";"l";"Non";"Non"
2022;"01330";"2210567";"155";"l";"Non";"Non"
2022;"01330";"2210568";"210";"l";"Non";"Non"
2022;"01330";"2210742";"40";"l";"Non";"Non"
2022;"01330";"2210743";"140";"l";"Non";"Non"
2022;"01330";"2210840";"5";"l";"Non";"Non"
2022;"01330";"2210858";"10";"l";"Non";"Non"
2022;"01330";"7700216";"140";"l";"Non";"Non"
2022;"01330";"7900708";"45";"l";"Non";"Non"
2022;"01330";"8400096";"22";"l";"Non";"Non"
2022;"01330";"8400255";"5.4";"kg";"Non";"Non"
2022;"01330";"8400528";"5";"l";"Non";"Non"
2022;"01330";"8400574";"87.4";"l";"Non";"Non"
2022;"01330";"8600243";"20";"l";"Non";"Non"
2022;"01330";"8700196";"3";"l";"Non";"Non"
2022;"01330";"8700462";"3320.6";"l";"Non";"Non"
2022;"01330";"8800395";"40";"l";"Non";"Non"
2022;"01330";"8900564";"25";"l";"Non";"Non"
2022;"01330";"8900681";"15";"l";"Non";"Non"
2022;"01330";"9000069";"5";"l";"Non";"Non"
2022;"01330";"9000184";"38";"l";"Non";"Non"
2022;"01330";"9000222";"70";"l";"Non";"Non"
2022;"01330";"9000259";"1.16";"kg";"Non";"Non"
2022;"01330";"9000490";"28.1";"l";"Non";"Non"
2022;"01330";"9000619";"90";"l";"Non";"Non"
2022;"01330";"9000833";"15.8";"l";"Non";"Non"
2022;"01330";"9100034";"20";"l";"Non";"Non"
2022;"01330";"9100296";"290";"l";"Non";"Non"
2022;"01330";"9100418";"180";"l";"Non";"Non"
2022;"01330";"9200078";"10";"l";"Non";"Non"
2022;"01330";"9300189";"15";"l";"Non";"Non"
2022;"01330";"9400052";"34.9";"l";"Non";"Non"
2022;"01330";"9400085";"51.8";"l";"Non";"Non"
2022;"01330";"9500147";"27.25";"kg";"Oui";"Non"
2022;"01330";"9600093";"73.83";"l";"Non";"Non"
2022;"01330";"9600197";"1.0";"kg";"Non";"Non"
2022;"01330";"9600548";"90";"l";"Non";"Non"
2022;"01330";"9700332";"10";"l";"Non";"Non"
2022;"01330";"9800018";"40";"l";"Non";"Non"
2022;"01330";"9800076";"3";"l";"Non";"Non"
2022;"01330";"9800085";"210";"l";"Non";"Non"
2022;"01330";"9800096";"60";"l";"Non";"Non"
2022;"01330";"9800106";"2";"kg";"Non";"Non"
2022;"01330";"9800182";"470";"l";"Non";"Non"
2022;"01330";"9800259";"175";"l";"Non";"Non"
2022;"01330";"9800277";"1";"l";"Non";"Non"
2022;"01330";"9800336";"153.4";"l";"Non";"Non"
2022;"01330";"9800474";"15";"kg";"Non";"Non"
2022;"01330";"9900047";"15";"l";"Non";"Non"
2022;"01330";"9900115";"10";"l";"Non";"Non"
2022;"01330";"9900251";"1256";"l";"Non";"Non"
2022;"01330";"9900257";"19";"kg";"Oui";"Non"
2022;"01330";"9900446";"2.2";"kg";"Non";"Non"
2022;"01340";"2000044";"27";"l";"Non";"Non"
2022;"01340";"2000122";"1.10";"l";"Non";"Non"
2022;"01340";"2000125";"56.56";"kg";"Oui";"Non"
2022;"01340";"2000202";"1280";"l";"Non";"Non"
2022;"01340";"2000299";"3";"l";"Non";"Non"
2022;"01340";"2000324";"2";"l";"Non";"Non"
2022;"01340";"2010030";"60";"l";"Non";"Non"
2022;"01340";"2010239";"10";"l";"Non";"Non"
2022;"01340";"2010280";"8.91";"l";"Non";"Non"
2022;"01340";"2010282";"5";"l";"Non";"Non"
2022;"01340";"2010495";"165";"kg";"Non";"Non"
2022;"01340";"2010513";"0.5";"kg";"Non";"Non"
2022;"01340";"2010531";"30";"l";"Non";"Non"
2022;"01340";"2030071";"580";"kg";"Non";"Non"
2022;"01340";"2030175";"1.89";"kg";"Oui";"Non"
2022;"01340";"2030323";"25.54";"l";"Non";"Non"
2022;"01340";"2030332";"15";"l";"Non";"Non"
2022;"01340";"2030342";"60";"l";"Non";"Non"
2022;"01340";"2040146";"7.57";"l";"Non";"Non"
2022;"01340";"2060088";"980";"l";"Non";"Non"
2022;"01340";"2060119";"0.18";"kg";"Non";"Non"
2022;"01340";"2060131";"6";"l";"Non";"Non"
2022;"01340";"2080094";"3";"kg";"Non";"Non"
2022;"01340";"2080105";"70";"l";"Non";"Non"
2022;"01340";"2080125";"9.3";"kg";"Non";"Non"
2022;"01340";"2080145";"50";"l";"Non";"Non"
2022;"01340";"2090011";"50";"l";"Non";"Non"
2022;"01340";"2090037";"79";"kg";"Non";"Non"
