annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2022;14460;2010240;florasulame;145701-23-1;0.05;Env A;;Non
2022;14220;2160724;difenoconazole;119446-68-3;3.125;Env A;;Non
2022;14220;2160752;pyridate;55512-33-9;24;Env A;;Non
2022;14220;2160818;soufre;7704-34-9;40;Autre;;Non
2022;14220;2160920;fluroxypyr-meptyl;81406-37-3;12.6425;Env A;;Non
2022;14220;2160920;metsulfuron-methyl;74223-64-6;0.325;Env A;Substitution;Non
2022;14220;2160920;thifensulfuron-methyle;79277-27-3;1.95;Env A;;Non
2022;14220;2160931;bixafen;581809-46-3;43.2900;Env A;;Non
2022;14220;2160931;fluopyram;658066-35-4;43.2900;Env A;;Non
2022;14220;2160931;prothioconazole;178928-70-6;86.580;Env A;;Non
2022;14220;2160936;cloquintocet-mexyl;99607-70-2;0.504;Autre;;Non
2022;14220;2160936;fluroxypyr-meptyl;81406-37-3;16.926;Env A;;Non
2022;14220;2160936;halauxifen-methyl;943831-98-9;0.525;Env A;;Non
2022;14220;2160937;cloquintocet-mexyl;99607-70-2;1.152;Autre;;Non
2022;14220;2160937;florasulame;145701-23-1;0.960;Env A;;Non
2022;14220;2160937;halauxifen-methyl;943831-98-9;1.20000;Env A;;Non
2022;14220;2160953;cloquintocet-mexyl;99607-70-2;0.5;Autre;;Non
2022;14220;2160953;pinoxaden;243973-20-8;2;CMR;;Non
2022;14220;2160959;benzovindiflupyr;1072957-71-1;7.875;Santé A;Substitution;Non
2022;14220;2160959;prothioconazole;178928-70-6;15.75;Env A;;Non
2022;14220;2160976;prosulfuron;94125-34-5;0.3;Env A;Substitution;Non
2022;14220;2161016;azoxystrobine;131860-33-8;2.5;Santé A;;Non
2022;14220;2161068;mesotrione;104206-82-8;1.125;CMR;;Non
2022;14220;2161068;nicosulfuron;111991-09-4;0.45;Env A;;Non
2022;14220;2161101;fluxapyroxad;907204-31-3;27;Santé A;;Non
2022;14220;2161101;pyraclostrobine;175013-18-0;54;Santé A;;Non
2022;14220;2170055;dicamba;1918-00-9;2.4;Env B;;Non
2022;14220;2170149;cypermethrine;52315-07-8;5;Env A;;Non
2022;14220;2170158;dimethenamide-p (dmta-p);163515-14-8;23.310;Env A;;Non
2022;14220;2170158;quinmerac;90717-03-6;11.690;Env A;;Non
2022;14220;2170208;iodosulfuron-methyl-sodium;144550-36-7;0.036;Env A;;Non
2022;14220;2170208;mefenpyr-diethyl;135590-91-9;0.54;Autre;;Non
2022;14220;2170208;mesosulfuron-methyl;208465-21-8;0.18;Env A;;Non
2022;14220;2170216;cloquintocet-mexyl;99607-70-2;1.4;Autre;;Non
2022;14220;2170216;diflufenicanil;83164-33-4;5.6;Env B;;Non
2022;14220;2170216;florasulame;145701-23-1;0.28;Env A;;Non
2022;14220;2170216;iodosulfuron-methyl-sodium;144550-36-7;0.7;Env A;;Non
2022;14220;2170238;iodosulfuron-methyl-sodium;144550-36-7;0.12;Env A;;Non
2022;14220;2170238;mefenpyr-diethyl;135590-91-9;0.36;Autre;;Non
2022;14220;2170238;mesosulfuron-methyl;208465-21-8;0.12;Env A;;Non
2022;14220;2170263;cypermethrine;52315-07-8;0.5;Env A;;Non
2022;14220;2170381;mesotrione;104206-82-8;7.00;CMR;;Non
2022;14220;2170381;terbuthylazine;5915-41-3;33.00;Env A;;Non
2022;14220;2170421;mesotrione;104206-82-8;1.5;CMR;;Non
2022;14220;2170423;mesotrione;104206-82-8;4.5;CMR;;Non
2022;14220;2170424;mesotrione;104206-82-8;3.5;CMR;;Non
2022;14220;2170425;mesotrione;104206-82-8;2;CMR;;Non
2022;14220;2170429;fenpropidine;67306-00-7;69.00;Env A;;Non
2022;14220;2170429;prochloraze;67747-09-5;92;Env A;;Non
2022;14220;2170429;tebuconazole;107534-96-3;46.0;CMR;;Non
2022;14220;2170700;prothioconazole;178928-70-6;0.009;Env A;;Non
2022;14220;2170700;tebuconazole;107534-96-3;0.0012;CMR;;Non
2022;14220;2170712;azoxystrobine;131860-33-8;1;Santé A;;Non
2022;14220;2170752;sedaxane;874967-67-6;0.125;CMR;;Non
2022;14220;2170757;prochloraze;67747-09-5;32.04;Env A;;Non
2022;14220;2170757;tebuconazole;107534-96-3;15.96;CMR;;Non
2022;14220;2170835;cypermethrine;52315-07-8;1;Env A;;Non
2022;14220;2170854;chlorotoluron;15545-48-9;80;CMR;;Non
2022;14220;2170979;cloquintocet-mexyl;99607-70-2;0.1416;Autre;;Non
2022;14220;2170979;florasulame;145701-23-1;0.0284;Env A;;Non
2022;14220;2170979;pyroxsulame;422556-08-9;0.1416;Env A;;Non
2022;14220;2171035;tebuconazole;107534-96-3;6.25;CMR;;Non
2022;14220;2171054;diflufenicanil;83164-33-4;46;Env B;;Non
2022;14220;2171054;flufenacet;142459-58-3;92;Env A;;Non
2022;14220;2171111;metamitrone;41394-05-2;3.5;Env A;;Non
2022;14220;2171123;trinexapac-ethyl;95266-40-3;6.25;Env A;;Non
2022;14220;2171141;chlormequat chlorure;999-81-5;19.5;Autre;;Non
2022;14220;2171141;ethephon;16672-87-0;9.75;Santé A;;Non
2022;14220;2171200;bicarbonate de potassium;298-14-6;4.526795;Autre;;Non
2022;14220;2171253;bacillus amyloliquefaciens souche mbi 600;NC;;Autre;;Non
2022;14220;2171317;2,4-d;94-75-7;9;Env B;;Non
2022;14220;2180009;dicamba;1918-00-9;8.5;Env B;;Non
2022;14220;2180009;tritosulfuron;142469-14-5;4.25;Env A;;Non
2022;14220;2180124;metalaxyl;57837-19-1;0.5800;Env B;;Non
2022;14220;2180124;prothioconazole;178928-70-6;2.900;Env A;;Non
2022;14220;2180196;azoxystrobine;131860-33-8;5;Santé A;;Non
2022;14220;2180233;dicamba;1918-00-9;0.48;Env B;;Non
2022;14220;2180309;clomazone;81777-89-1;3.6;Env A;;Non
2022;14220;2180379;oxathiapiproline;1003318-67-9;0.3;Env A;;Non
2022;14220;2180380;oxathiapiproline;1003318-67-9;0.005;Env A;;Non
2022;14220;2180463;metaldehyde;108-62-3;39;CMR;;Non
2022;14220;2180672;bifenox;42576-02-3;79.2;Env A;;Non
2022;14220;2180703;isofetamide;875915-78-9;16;Env A;;Non
2022;14220;2180807;diflufenicanil;83164-33-4;8.4;Env B;;Non
2022;14220;2180807;flufenacet;142459-58-3;33.6;Env A;;Non
2022;14220;2180807;pendimethaline;40487-42-1;139.86;Env A;Substitution;Non
2022;14220;2180865;ipconazole;125225-28-7;0.09944;CMR;Exclusion;Non
2022;14220;2190016;pyrimicarbe;23103-98-2;2;CMR;;Non
2022;14220;2190016;tau-fluvalinate;102851-06-9;0.72;Env A;;Non
2022;14220;2190040;benoxacor;98730-04-2;1.575;Autre;;Non
2022;14220;2190040;s-metolachlore;87392-12-9;32.025;Env A;;Non
2022;14220;2190041;prothioconazole;178928-70-6;13.25;Env A;;Non
2022;14220;2190062;halauxifen-methyl;943831-98-9;0.94;Env A;;Non
2022;14220;2190062;piclorame;01/02/1918;4.512;Env A;;Non
2022;14220;2190149;flufenacet;142459-58-3;96;Env A;;Non
2022;14220;2190173;metaldehyde;108-62-3;18.5399;CMR;;Non
2022;14220;2190173;phosphate ferrique;10045-86-0;30.034638;Autre;;Non
2022;14220;2190214;aclonifen;74070-46-5;587.25;CMR;;Non
2022;14220;2190214;diflufenicanil;83164-33-4;78.3;Env B;;Non
2022;14220;2190214;flufenacet;142459-58-3;97.875;Env A;;Non
2022;14220;2190215;clomazone;81777-89-1;2.88;Env A;;Non
2022;14220;2190246;prosulfocarbe;52888-80-9;536;Env A;;Non
2022;14220;2190268;diflufenicanil;83164-33-4;2.5;Env B;;Non
2022;14220;2190311;fludioxonil;131341-86-1;1.856808;Env A;;Non
2022;14220;2190311;fluxapyroxad;907204-31-3;1.856808;Santé A;;Non
2022;14220;2190311;triticonazole;131983-72-7;1.856808;Env A;;Non
2022;14220;2190321;folpel;133-07-3;177.5;CMR;;Non
2022;14220;2190328;propaquizafop;111479-05-1;3;Env A;;Non
2022;14220;2190468;dicamba;1918-00-9;1;Env B;;Non
2022;14220;2190468;prosulfuron;94125-34-5;0.1;Env A;Substitution;Non
2022;14220;2190548;diflufenicanil;83164-33-4;8;Env B;;Non
2022;14220;2190548;flufenacet;142459-58-3;16;Env A;;Non
2022;14220;2190559;fludioxonil;131341-86-1;1;Env A;;Non
2022;14220;2190608;flufenacet;142459-58-3;12.5;Env A;;Non
2022;14220;2190634;azoxystrobine;131860-33-8;61.75;Santé A;;Non
2022;14220;2190686;fluxapyroxad;907204-31-3;29.90;Santé A;;Non
2022;14220;2190686;mefentrifluconazole;1417782-03-6;59.8;Env A;;Non
2022;14220;2190687;fludioxonil;131341-86-1;4.5;Env A;;Non
2022;14220;2190722;aclonifen;74070-46-5;126;CMR;;Non
2022;14220;2190883;prothioconazole;178928-70-6;22.5;Env A;;Non
2022;14220;2190938;cyflufenamid;180409-60-3;5.05;Env A;;Non
2022;14220;2190961;prothioconazole;178928-70-6;1.25;Env A;;Non
2022;14220;2200066;fenpicoxamide;517875-34-2;2.75;Env A;;Non
2022;14220;2200215;clethodime;99129-21-2;18.0;Env B;;Non
2022;14220;2200272;ethephon;16672-87-0;21.6;Santé A;;Non
2022;14220;2200273;fluazifop-p-butyl;79241-46-6;10.625;CMR;;Non
2022;14220;2200333;iodosulfuron-methyl-sodium;144550-36-7;0.072;Env A;;Non
2022;14220;2200333;mefenpyr-diethyl;135590-91-9;1.08;Autre;;Non
2022;14220;2200333;mesosulfuron-methyl;208465-21-8;0.36;Env A;;Non
2022;14220;2200389;(z)-9-dodecenylacetate;16974-11-1;0.06773;Env A;;Non
2022;14220;2200389;e7,z9-dodecadienylacetate;54364-62-4;0.059215;Env A;;Non
2022;14220;2200518;prothioconazole;178928-70-6;8.75;Env A;;Non
2022;14220;2200532;trinexapac-ethyl;95266-40-3;6.25;Env A;;Non
2022;14220;2200724;fluxapyroxad;907204-31-3;4.375;Santé A;;Non
2022;14220;2200724;metconazole;125116-23-6;3.15;CMR;;Non
2022;14220;2200753;glyphosate;1071-83-6;194.4;Env A;;Non
2022;14220;2200756;prohexadione-calcium;127277-53-6;0.5;Env B;;Non
2022;14220;2200839;azoxystrobine;131860-33-8;5;Santé A;;Non
2022;14220;2200891;fluxapyroxad;907204-31-3;1.25;Santé A;;Non
2022;14220;2200904;bromuconazole;116255-48-2;15;CMR;;Non
2022;14220;2201009;etofenprox;80844-07-1;27.3125;Santé A;;Non
2022;14220;2210012;ethephon;16672-87-0;19.8;Santé A;;Non
2022;14220;2210013;fenpicoxamide;517875-34-2;7;Env A;;Non
2022;14220;2210013;prothioconazole;178928-70-6;14;Env A;;Non
2022;14220;2210128;phosphonate de potassium;13492-26-7;120.8;Autre;;Non
2022;14220;2210138;metazachlore;67129-08-2;86;CMR;;Non
2022;14220;2210138;quinmerac;90717-03-6;21.5;Env A;;Non
2022;14220;2210146;aminopyralid;150114-71-9;0.0795;Env A;;Non
2022;14220;2210146;metazachlore;67129-08-2;7.5;CMR;;Non
2022;14220;2210146;piclorame;01/02/1918;0.1995;Env A;;Non
2022;14220;2210192;prosulfocarbe;52888-80-9;688;Env A;;Non
2022;14220;2210355;esters methyliques d'acides gras c16-c18 et c18 insatures;67762-38-3;4.67;Autre;;Non
2022;14220;2210355;sulfate d'ammonium;7783-20-2;1.522;Autre;;Non
2022;14220;2210423;butoxyde de piperonyle;51-03-6;0.675;Autre;;Non
2022;14220;2210423;deltamethrine;52918-63-5;0.075;Santé A;;Non
2022;14220;2210443;glyphosate;1071-83-6;54;Env A;;Non
2022;14220;2210470;halauxifen-methyl;943831-98-9;0.06;Env A;;Non
2022;14220;2210470;piclorame;01/02/1918;0.288;Env A;;Non
2022;14220;2210567;mefentrifluconazole;1417782-03-6;1.9;Env A;;Non
2022;14220;2210567;pyraclostrobine;175013-18-0;2;Santé A;;Non
2022;14220;2210742;prothioconazole;178928-70-6;6.875;Env A;;Non
2022;14220;2210742;tebuconazole;107534-96-3;6.875;CMR;;Non
2022;14220;2210743;prothioconazole;178928-70-6;71.875;Env A;;Non
2022;14220;2210743;tebuconazole;107534-96-3;71.875;CMR;;Non
2022;14220;2210840;prothioconazole;178928-70-6;2.5;Env A;;Non
2022;14220;2210858;diflufenicanil;83164-33-4;6;Env B;;Non
2022;14220;2210858;flufenacet;142459-58-3;12;Env A;;Non
2022;14220;2210927;diflufenicanil;83164-33-4;1;Env B;;Non
2022;14220;2210927;flufenacet;142459-58-3;2;Env A;;Non
2022;14220;2210977;diflufenicanil;83164-33-4;15;Env B;;Non
2022;14220;2210977;flufenacet;142459-58-3;30;Env A;;Non
2022;14220;2210978;halauxifen-methyl;943831-98-9;0.17;Env A;;Non
2022;14220;2210978;piclorame;01/02/1918;0.816;Env A;;Non
2022;14220;2220253;chlorotoluron;15545-48-9;177.5;CMR;;Non
2022;14220;7200313;alcools terpeniques;98-55-5;126.350;Autre;;Non
2022;14220;7500716;cuivre du sulfate de cuivre;8011-63-0;44;Env A;Substitution;Non
2022;14220;7600008;bupirimate;41483-43-6;0.25;CMR;;Non
2022;14220;7900753;clopyralid (sous forme de sel de monoethanolamine);57754-85-5;1.5;Autre;;Non
2022;14220;8000084;2,4-mcpa;94-74-6;12;Env A;;Non
2022;14220;8100006;clopyralid;1702-17-6;0.72;Autre;;Non
2022;14220;8100006;triclopyr;55335-06-3;2.88;Env B;;Non
2022;14220;8100291;metazachlore;67129-08-2;105.0;CMR;;Non
2022;14220;8100345;hymexazol;10004-44-1;0.084;CMR;;Non
2022;14220;8300063;soufre pour pulverisation (micronise);7704-34-9;448;Autre;;Non
2022;14220;8300488;soufre pour pulverisation (micronise);7704-34-9;48;Autre;;Non
2022;14220;8400096;dicamba;1918-00-9;13.44;Env B;;Non
2022;14220;8400255;metsulfuron-methyl;74223-64-6;2.70;Env A;Substitution;Non
2022;14220;8400425;hydrazide maleique;123-33-1;88.8;Autre;;Non
2022;14220;8400528;isoxaben;82558-50-7;10.875;Env B;;Non
2022;14220;8400574;propyzamide;23950-58-5;112;CMR;Substitution;Non
2022;14220;8600232;2,4-mcpa;94-74-6;1.6;Env A;;Non
2022;14220;8600232;dichlorprop-p;15165-67-0;3.1;Autre;;Non
2022;14220;8600232;mecoprop-p (mcpp-p);16484-77-8;1.3;Env A;;Non
2022;14220;8600243;aclonifen;74070-46-5;252;CMR;;Non
2022;14220;8700002;chlorotoluron;15545-48-9;540;CMR;;Non
2022;14220;8700196;butoxyde de piperonyle;51-03-6;0.45;Autre;;Non
2022;14220;8700196;deltamethrine;52918-63-5;0.05;Santé A;;Non
2022;14220;8700462;prosulfocarbe;52888-80-9;1360;Env A;;Non
2022;14220;8800029;phenmediphame;13684-63-4;0.8;Env A;;Non
2022;14220;8800161;triallate;2303-17-5;242.4;Env A;;Non
2022;14220;8800199;propaquizafop;111479-05-1;16.0;Env A;;Non
2022;14220;8800395;lambda-cyhalothrine;91465-08-6;2.450;Santé A;Substitution;Non
2022;14220;8800395;pyrimicarbe;23103-98-2;49.0;CMR;;Non
2022;14220;8800603;napropamide;15299-99-7;11.25;Env A;;Non
2022;14220;8800841;difenoconazole;119446-68-3;5.00;Env A;;Non
2022;14220;8900564;tau-fluvalinate;102851-06-9;36.00;Env A;;Non
2022;14220;8900681;pendimethaline;40487-42-1;4;Env A;Substitution;Non
2022;14220;9000184;2,4-mcpa;94-74-6;26;Env A;;Non
2022;14220;9000184;clopyralid;1702-17-6;2.6;Autre;;Non
2022;14220;9000184;fluroxypyr-meptyl;81406-37-3;7.488;Env A;;Non
2022;14220;9000222;soufre;7704-34-9;1742.692;Autre;;Non
2022;14220;9000259;amidosulfuron;120923-37-7;3.255;Env A;;Non
2022;14220;9000490;cycloxydime;101205-02-1;53.0;CMR;;Non
2022;14220;9000619;chlorotoluron;15545-48-9;230;CMR;;Non
2022;14220;9000833;metazachlore;67129-08-2;58;CMR;;Non
2022;14220;9000833;quinmerac;90717-03-6;14.5;Env A;;Non
2022;14220;9100034;chlormequat chlorure;999-81-5;110.4;Autre;;Non
2022;14220;9100046;trinexapac-ethyl;95266-40-3;5.0;Env A;;Non
2022;14220;9100296;2,4-d;94-75-7;129;Env B;;Non
2022;14220;9100418;nicosulfuron;111991-09-4;1.8;Env A;;Non
2022;14220;9100645;clodinafop-propargyl;105512-06-9;0.7;Env A;;Non
2022;14220;9100645;cloquintocet-mexyl;99607-70-2;0.175;Autre;;Non
2022;14220;9200214;soufre pour pulverisation (micronise);7704-34-9;80;Autre;;Non
2022;14220;9400008;triticonazole;131983-72-7;1.296;Env A;;Non
2022;14220;9400052;clethodime;99129-21-2;58.08;Env B;;Non
2022;14220;9400083;2,4-mcpa;94-74-6;2;Env A;;Non
2022;14220;9400083;dichlorprop-p;15165-67-0;1;Autre;;Non
2022;14220;9400083;mecoprop-p (mcpp-p);16484-77-8;1;Env A;;Non
2022;14220;9400085;etofenprox;80844-07-1;76.1875;Santé A;;Non
2022;14220;9500040;quizalofop-p-ethyl;100646-51-3;2.25;Env A;;Non
2022;14220;9500223;prochloraze;67747-09-5;12.0195;Env A;;Non
2022;14220;9500223;tebuconazole;107534-96-3;5.9625;CMR;;Non
2022;14220;9500452;cuivre du sulfate de cuivre;8011-63-0;3;Env A;Substitution;Non
2022;14220;9500628;bentazone;25057-89-0;23.49;Env B;;Non
2022;14220;9600093;azoxystrobine;131860-33-8;29.7850;Santé A;;Non
2022;14220;9600197;carfentrazone ethyl;128639-02-1;0.48;Env A;;Non
2022;14220;9600197;metsulfuron-methyl;74223-64-6;0.12;Env A;Substitution;Non
2022;14220;9600229;fenpropidine;67306-00-7;17.25;Env A;;Non
2022;14220;9600370;2,4-mcpa;94-74-6;10.5;Env A;;Non
2022;14220;9600370;clopyralid (sous forme de sel de monoethanolamine);57754-85-5;1.05;Autre;;Non
2022;14220;9600390;glyphosate;1071-83-6;50.4;Env A;;Non
2022;14220;9700070;flazasulfuron;104040-78-0;0.005;Env A;;Non
2022;14220;9800018;clomazone;81777-89-1;1.20;Env A;;Non
2022;14220;9800018;dimethachlore;50563-36-5;7.5000;Env A;;Non
2022;14220;9800018;napropamide;15299-99-7;7.5000;Env A;;Non
2022;14220;9800100;chlorotoluron;15545-48-9;455;CMR;;Non
2022;14220;9800182;s-metolachlore;87392-12-9;120.0;Env A;;Non
2022;14220;9800245;soufre pour pulverisation (micronise);7704-34-9;288;Autre;;Non
2022;14220;9800259;benoxacor;98730-04-2;0.45;Autre;;Non
2022;14220;9800259;s-metolachlore;87392-12-9;9.15;Env A;;Non
2022;14220;9800262;flazasulfuron;104040-78-0;0.05;Env A;;Non
2022;14220;9800277;florasulame;145701-23-1;0.2625;Env A;;Non
2022;14220;9800289;metalaxyl-m;70630-17-0;0.4652;Autre;;Non
2022;14220;9800336;lambda-cyhalothrine;91465-08-6;11.9;Santé A;Substitution;Non
2022;14220;9800474;cuivre du sulfate de cuivre;8011-63-0;0.456;Env A;Substitution;Non
2022;14220;9900047;mesotrione;104206-82-8;18.6;CMR;;Non
2022;14220;9900115;clethodime;99129-21-2;67.8;Env B;;Non
2022;14220;9900202;amidosulfuron;120923-37-7;0.675;Env A;;Non
2022;14220;9900202;iodosulfuron-methyl-sodium;144550-36-7;0.0675;Env A;;Non
2022;14220;9900202;mefenpyr-diethyl;135590-91-9;0.675;Autre;;Non
2022;14220;9900251;dimethenamide-p (dmta-p);163515-14-8;57.6;Env A;;Non
2022;14220;9900257;cuivre du sulfate de cuivre;8011-63-0;0.6;Env A;Substitution;Non
2022;14220;9900446;cymoxanil;57966-95-7;2.381;CMR;;Non
2022;14220;9900446;fludioxonil;131341-86-1;1.1905;Env A;;Non
2022;14220;9900446;metalaxyl-m;70630-17-0;4.038176;Autre;;Non
2022;14230;2000018;soufre pour pulverisation (micronise);7704-34-9;32;Autre;;Non
2022;14230;2000125;cuivre du sulfate de cuivre;8011-63-0;0.42;Env A;Substitution;Non
2022;14230;2000201;silthiofam;175217-20-6;0.1;Env A;;Non
2022;14230;2000316;esfenvalerate;66230-04-4;0.45;Santé A;Substitution;Non
2022;14230;2010239;florasulame;145701-23-1;0.025;Env A;;Non
2022;14230;2010239;fluroxypyr-meptyl;81406-37-3;3.6025;Env A;;Non
2022;14230;2010280;metconazole;125116-23-6;34.2;CMR;;Non
2022;14230;2020099;trifloxystrobine;141517-21-7;6.0;Env A;;Non
2022;14230;2020474;metazachlore;67129-08-2;20;CMR;;Non
2022;14230;2030071;metaldehyde;108-62-3;37.75;CMR;;Non
2022;14230;2030323;fludioxonil;131341-86-1;2.51450;Env A;;Non
2022;14230;2030332;2,4-d;94-75-7;1.2;Env B;;Non
2022;14230;2030332;dichlorprop-p;15165-67-0;0.6;Autre;;Non
2022;14230;2030342;chlormequat chlorure;999-81-5;340.4;Autre;;Non
2022;14230;2030404;pendimethaline;40487-42-1;4;Env A;Substitution;Non
2022;14230;2040146;tefluthrine;79538-32-2;11.050;Santé A;;Non
2022;14230;2050046;flonicamide;158062-67-0;1.5;Autre;;Non
2022;14230;2060088;benoxacor;98730-04-2;39.2;Autre;;Non
2022;14230;2060088;mesotrione;104206-82-8;78.4;CMR;;Non
2022;14230;2060088;s-metolachlore;87392-12-9;784;Env A;;Non
2022;14230;2060098;spinosad;168316-95-8;1.2;Env A;;Non
2022;14230;2060116;prothioconazole;178928-70-6;30.625;Env A;;Non
2022;14230;2060119;metsulfuron-methyl;74223-64-6;0.072;Env A;Substitution;Non
2022;14230;2060127;prothioconazole;178928-70-6;0.145;Env A;;Non
2022;14230;2060131;2,4-d;94-75-7;3.255;Env B;;Non
2022;14230;2060131;triclopyr;55335-06-3;3.626;Env B;;Non
2022;14230;2070184;chlorotoluron;15545-48-9;92;CMR;;Non
2022;14230;2070184;diflufenicanil;83164-33-4;5.75;Env B;;Non
2022;14230;2070221;metazachlore;67129-08-2;10;CMR;;Non
2022;14230;2070221;quinmerac;90717-03-6;2.5;Env A;;Non
2022;14230;2080026;nicosulfuron;111991-09-4;2.76;Env A;;Non
2022;14230;2080094;florasulame;145701-23-1;0.576;Env A;;Non
2022;14230;2080094;isoxaben;82558-50-7;8.784;Env B;;Non
2022;14230;2080105;glyphosate;1071-83-6;41.4;Env A;;Non
2022;14230;2080112;thirame;137-26-8;3.0816;Env A;;Non
2022;14230;2080117;prosulfuron;94125-34-5;0.1500;Env A;Substitution;Non
2022;14230;2080123;metsulfuron-methyl;74223-64-6;1;Env A;Substitution;Non
2022;14230;2080125;metsulfuron-methyl;74223-64-6;1.04;Env A;Substitution;Non
2022;14230;2080145;diflufenicanil;83164-33-4;40;Env B;;Non
2022;14230;2080145;flufenacet;142459-58-3;80;Env A;;Non
2022;14230;2080147;difenoconazole;119446-68-3;1.60;Env A;;Non
2022;14230;2080147;paclobutrazol;76738-62-0;0.800;CMR;;Non
2022;14230;2090008;thirame;137-26-8;0.69823;Env A;;Non
2022;14230;2090016;imazamox;114311-32-9;5.010;Env A;Substitution;Non
2022;14230;2090016;pendimethaline;40487-42-1;75.0;Env A;Substitution;Non
2022;14230;2090024;sulcotrione;99105-77-8;6;CMR;;Non
2022;14230;2090037;dicamba;1918-00-9;11.5;Env B;;Non
2022;14230;2090037;prosulfuron;94125-34-5;1.15;Env A;Substitution;Non
2022;14230;2090042;cloquintocet-mexyl;99607-70-2;0.8196;Autre;;Non
2022;14230;2090042;florasulame;145701-23-1;0.2736;Env A;;Non
2022;14230;2090042;pyroxsulame;422556-08-9;0.8196;Env A;;Non
2022;14230;2090050;cypermethrine;52315-07-8;4.416;Env A;;Non
2022;14230;2090054;metsulfuron-methyl;74223-64-6;0.09009;Env A;Substitution;Non
2022;14230;2090054;tribenuron-methyle;101200-48-0;0.09009;Env A;;Non
2022;14230;2090057;metsulfuron-methyl;74223-64-6;0.01665;Env A;Substitution;Non
2022;14230;2090057;tribenuron-methyle;101200-48-0;0.0333;Env A;;Non
2022;14230;2090068;mepiquat-chlorure;24307-26-4;6.3;Env B;;Non
2022;14230;2090068;metconazole;125116-23-6;0.9;CMR;;Non
2022;14230;2090080;sulcotrione;99105-77-8;3;CMR;;Non
2022;14230;2090093;glyphosate;1071-83-6;18;Env A;;Non
2022;14230;2090101;nicosulfuron;111991-09-4;13.2;Env A;;Non
2022;14230;2090111;cypermethrine;52315-07-8;21.831;Env A;;Non
2022;14230;2090112;dimethenamide-p (dmta-p);163515-14-8;5;Env A;;Non
2022;14230;2090112;metazachlore;67129-08-2;5;CMR;;Non
2022;14230;2090113;dimethenamide-p (dmta-p);163515-14-8;21.25;Env A;;Non
2022;14230;2090113;pendimethaline;40487-42-1;25;Env A;Substitution;Non
2022;14230;2090117;tebuconazole;107534-96-3;35;CMR;;Non
2022;14230;2090118;flufenacet;142459-58-3;4.8;Env A;;Non
2022;14230;2090118;pendimethaline;40487-42-1;24;Env A;Substitution;Non
2022;14230;2090146;abamectine;71751-41-2;0.0000150;CMR;;Non
2022;14230;2090146;pyrethrines;8003-34-7;0.000200;Env A;;Non
2022;14230;2090153;dicamba;1918-00-9;92.4;Env B;;Non
2022;14230;2090153;tritosulfuron;142469-14-5;19.25;Env A;;Non
2022;14230;2090159;tritosulfuron;142469-14-5;3.89844;Env A;;Non
2022;14230;2090188;glyphosate;1071-83-6;54;Env A;;Non
2022;14230;2100002;triticonazole;131983-72-7;0.063;Env A;;Non
2022;14230;2100009;thifensulfuron-methyle;79277-27-3;6.9264;Env A;;Non
2022;14230;2100009;tribenuron-methyle;101200-48-0;3.4736;Env A;;Non
2022;14230;2100026;cypermethrine;52315-07-8;2;Env A;;Non
2022;14230;2100028;fluroxypyr;69377-81-7;25;Env B;;Non
2022;14230;2100030;phosphate ferrique;10045-86-0;34.452;Autre;;Non
2022;14230;2100051;ipconazole;125225-28-7;0.0246;CMR;Exclusion;Non
2022;14230;2100052;cyprodinyl;121552-61-2;73.5;Env A;;Non
2022;14230;2100057;prothioconazole;178928-70-6;1.75;Env A;;Non
2022;14230;2100057;trifloxystrobine;141517-21-7;0.88;Env A;;Non
2022;14230;2100069;metsulfuron-methyl;74223-64-6;0.441;Env A;Substitution;Non
2022;14230;2100069;thifensulfuron-methyle;79277-27-3;4.284;Env A;;Non
2022;14230;2100108;prothioconazole;178928-70-6;16.875;Env A;;Non
2022;14230;2100108;tebuconazole;107534-96-3;16.875;CMR;;Non
2022;14230;2100111;mesotrione;104206-82-8;12.375;CMR;;Non
2022;14230;2100111;nicosulfuron;111991-09-4;4.95;Env A;;Non
2022;14230;2100112;ethephon;16672-87-0;14.4;Santé A;;Non
2022;14230;2100138;cloquintocet-mexyl;99607-70-2;5.3125;Autre;;Non
2022;14230;2100138;pinoxaden;243973-20-8;21.25;CMR;;Non
2022;14230;2100151;pyraclostrobine;175013-18-0;62;Santé A;;Non
2022;14230;2100175;prothioconazole;178928-70-6;0.072;Env A;;Non
2022;14230;2100211;prothioconazole;178928-70-6;5;Env A;;Non
2022;14230;2100211;tebuconazole;107534-96-3;5;CMR;;Non
2022;14230;2100215;pendimethaline;40487-42-1;20;Env A;Substitution;Non
2022;14230;2100234;diflufenicanil;83164-33-4;1.2;Env B;;Non
2022;14230;2100234;iodosulfuron-methyl-sodium;144550-36-7;0.075;Env A;;Non
2022;14230;2100234;mefenpyr-diethyl;135590-91-9;0.27;Autre;;Non
2022;14230;2100234;mesosulfuron-methyl;208465-21-8;0.09;Env A;;Non
2022;14230;2100235;fenoxaprop-p-ethyl;71283-80-2;4.16;Env A;;Non
2022;14230;2100235;iodosulfuron-methyl-sodium;144550-36-7;0.52;Env A;;Non
2022;14230;2100235;mefenpyr-diethyl;135590-91-9;1.56;Autre;;Non
2022;14230;2100245;prothioconazole;178928-70-6;0.625;Env A;;Non
2022;14230;2100245;tebuconazole;107534-96-3;0.625;CMR;;Non
