annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2022;14680;2020099;trifloxystrobine;141517-21-7;1.5;Env A;;Non
2022;14680;2030071;metaldehyde;108-62-3;11.75;CMR;;Non
2022;14680;2030323;fludioxonil;131341-86-1;1.90575;Env A;;Non
2022;14680;2030342;chlormequat chlorure;999-81-5;414.0;Autre;;Non
2022;14680;2030404;pendimethaline;40487-42-1;4;Env A;Substitution;Non
2022;14680;2040146;tefluthrine;79538-32-2;0.784;Santé A;;Non
2022;14680;2060088;benoxacor;98730-04-2;1.4;Autre;;Non
2022;14680;2060088;mesotrione;104206-82-8;2.8;CMR;;Non
2022;14680;2060088;s-metolachlore;87392-12-9;28;Env A;;Non
2022;14680;2060116;prothioconazole;178928-70-6;7.50;Env A;;Non
2022;14680;2060119;metsulfuron-methyl;74223-64-6;0.208;Env A;Substitution;Non
2022;14680;2060127;prothioconazole;178928-70-6;0.94;Env A;;Non
2022;14680;2060131;2,4-d;94-75-7;0.465;Env B;;Non
2022;14680;2060131;triclopyr;55335-06-3;0.518;Env B;;Non
2022;14680;2070184;chlorotoluron;15545-48-9;88;CMR;;Non
2022;14680;2070184;diflufenicanil;83164-33-4;5.5;Env B;;Non
2022;14680;2070221;metazachlore;67129-08-2;4;CMR;;Non
2022;14680;2070221;quinmerac;90717-03-6;1;Env A;;Non
2022;14680;2080026;nicosulfuron;111991-09-4;1.8;Env A;;Non
2022;14680;2080098;mandipropamide;374726-62-2;2.5;Env A;;Non
2022;14680;2080117;prosulfuron;94125-34-5;0.075;Env A;Substitution;Non
2022;14680;2080123;metsulfuron-methyl;74223-64-6;1.68;Env A;Substitution;Non
2022;14680;2080145;diflufenicanil;83164-33-4;29;Env B;;Non
2022;14680;2080145;flufenacet;142459-58-3;58;Env A;;Non
2022;14680;2080147;difenoconazole;119446-68-3;2.50;Env A;;Non
2022;14680;2080147;paclobutrazol;76738-62-0;1.250;CMR;;Non
2022;14680;2090016;imazamox;114311-32-9;5.010;Env A;Substitution;Non
2022;14680;2090016;pendimethaline;40487-42-1;75.0;Env A;Substitution;Non
2022;14680;2090037;dicamba;1918-00-9;1;Env B;;Non
2022;14680;2090037;prosulfuron;94125-34-5;0.1;Env A;Substitution;Non
2022;14680;2090042;cloquintocet-mexyl;99607-70-2;0.4098;Autre;;Non
2022;14680;2090042;florasulame;145701-23-1;0.1368;Env A;;Non
2022;14680;2090042;pyroxsulame;422556-08-9;0.4098;Env A;;Non
2022;14680;2090057;metsulfuron-methyl;74223-64-6;1.0989;Env A;Substitution;Non
2022;14680;2090057;tribenuron-methyle;101200-48-0;2.1978;Env A;;Non
2022;14680;2090068;mepiquat-chlorure;24307-26-4;2.1;Env B;;Non
2022;14680;2090068;metconazole;125116-23-6;0.3;CMR;;Non
2022;14680;2090080;sulcotrione;99105-77-8;34.5;CMR;;Non
2022;14680;2090093;glyphosate;1071-83-6;144;Env A;;Non
2022;14680;2090096;pethoxamide;106700-29-2;33;Env A;;Non
2022;14680;2090111;cypermethrine;52315-07-8;2.565;Env A;;Non
2022;14680;2090113;dimethenamide-p (dmta-p);163515-14-8;70.125;Env A;;Non
2022;14680;2090113;pendimethaline;40487-42-1;82.5;Env A;Substitution;Non
2022;14680;2090118;flufenacet;142459-58-3;1.8;Env A;;Non
2022;14680;2090118;pendimethaline;40487-42-1;9;Env A;Substitution;Non
2022;14680;2090149;ethephon;16672-87-0;2.4;Santé A;;Non
2022;14680;2090157;cyflufenamid;180409-60-3;0.5;Env A;;Non
2022;14680;2090159;tritosulfuron;142469-14-5;0.32844;Env A;;Non
2022;14680;2090186;prosulfocarbe;52888-80-9;80;Env A;;Non
2022;14680;2100009;thifensulfuron-methyle;79277-27-3;0.3996;Env A;;Non
2022;14680;2100009;tribenuron-methyle;101200-48-0;0.2004;Env A;;Non
2022;14680;2100014;metsulfuron-methyl;74223-64-6;0.1206;Env A;Substitution;Non
2022;14680;2100014;thifensulfuron-methyle;79277-27-3;0.5994;Env A;;Non
2022;14680;2100015;thifensulfuron-methyle;79277-27-3;0.045;Env A;;Non
2022;14680;2100018;tebuconazole;107534-96-3;10;CMR;;Non
2022;14680;2100026;cypermethrine;52315-07-8;5.5;Env A;;Non
2022;14680;2100030;phosphate ferrique;10045-86-0;0.594;Autre;;Non
2022;14680;2100037;boscalid;188425-85-6;3;Env A;;Non
2022;14680;2100037;dimoxystrobine;149961-52-4;3;CMR;;Non
2022;14680;2100052;cyprodinyl;121552-61-2;52.5;Env A;;Non
2022;14680;2100057;prothioconazole;178928-70-6;0.875;Env A;;Non
2022;14680;2100057;trifloxystrobine;141517-21-7;0.44;Env A;;Non
2022;14680;2100069;metsulfuron-methyl;74223-64-6;0.035;Env A;Substitution;Non
2022;14680;2100069;thifensulfuron-methyle;79277-27-3;0.34;Env A;;Non
2022;14680;2100091;clethodime;99129-21-2;3;Env B;;Non
2022;14680;2100108;prothioconazole;178928-70-6;8.750;Env A;;Non
2022;14680;2100108;tebuconazole;107534-96-3;8.750;CMR;;Non
2022;14680;2100111;mesotrione;104206-82-8;2.25;CMR;;Non
2022;14680;2100111;nicosulfuron;111991-09-4;0.9;Env A;;Non
2022;14680;2100112;ethephon;16672-87-0;9.6;Santé A;;Non
2022;14680;2100138;cloquintocet-mexyl;99607-70-2;1.2500;Autre;;Non
2022;14680;2100138;pinoxaden;243973-20-8;5.00;CMR;;Non
2022;14680;2100151;pyraclostrobine;175013-18-0;29.33;Santé A;;Non
2022;14680;2100194;huile essentielle de menthe verte;8008-79-5;93.575;Env A;;Non
2022;14680;2100215;pendimethaline;40487-42-1;24;Env A;Substitution;Non
2022;14680;2100227;propaquizafop;111479-05-1;1.5;Env A;;Non
2022;14680;2100245;prothioconazole;178928-70-6;3.125;Env A;;Non
2022;14680;2100245;tebuconazole;107534-96-3;3.125;CMR;;Non
2022;14680;2110072;thifensulfuron-methyle;79277-27-3;0.5;Env A;;Non
2022;14680;2110072;tribenuron-methyle;101200-48-0;0.25;Env A;;Non
2022;14680;2110102;difenoconazole;119446-68-3;1.19400;Env A;;Non
2022;14680;2110102;fludioxonil;131341-86-1;1.19400;Env A;;Non
2022;14680;2110102;sedaxane;874967-67-6;2.3880;CMR;;Non
2022;14680;2110104;clopyralid;1702-17-6;1.28;Autre;;Non
2022;14680;2110104;florasulame;145701-23-1;0.04;Env A;;Non
2022;14680;2110104;fluroxypyr-meptyl;81406-37-3;2.304;Env A;;Non
2022;14680;2110162;azoxystrobine;131860-33-8;17.50;Santé A;;Non
2022;14680;2110167;tebuconazole;107534-96-3;31.39;CMR;;Non
2022;14680;2120041;zirame;137-30-4;1.5876;Santé A;;Non
2022;14680;2120075;dimethenamide-p (dmta-p);163515-14-8;7;Env A;;Non
2022;14680;2120075;metazachlore;67129-08-2;7;CMR;;Non
2022;14680;2120075;quinmerac;90717-03-6;3.5;Env A;;Non
2022;14680;2120143;glyphosate;1071-83-6;278.4;Env A;;Non
2022;14680;2120153;propyzamide;23950-58-5;106.5;CMR;Substitution;Non
2022;14680;2120199;hydrazide maleique;123-33-1;40.5;Autre;;Non
2022;14680;2130059;lambda-cyhalothrine;91465-08-6;1.6;Santé A;Substitution;Non
2022;14680;2130068;diflufenicanil;83164-33-4;22.0;Env B;;Non
2022;14680;2130069;diflufenicanil;83164-33-4;2;Env B;;Non
2022;14680;2130083;lambda-cyhalothrine;91465-08-6;2.8;Santé A;Substitution;Non
2022;14680;2130086;metaldehyde;108-62-3;4.125;CMR;;Non
2022;14680;2130091;diflufenicanil;83164-33-4;7.5;Env B;;Non
2022;14680;2130140;diflufenicanil;83164-33-4;3.8;Env B;;Non
2022;14680;2130140;pendimethaline;40487-42-1;38;Env A;Substitution;Non
2022;14680;2130164;cyprosulfamide;221667-31-8;0.15;Autre;;Non
2022;14680;2130164;foramsulfuron;173159-57-4;0.3;CMR;;Non
2022;14680;2130164;thiencarbazone-methyl;317815-83-1;0.1;Env A;;Non
2022;14680;2130194;clomazone;81777-89-1;1.44;Env A;;Non
2022;14680;2130202;fluopyram;658066-35-4;14.375;Env A;;Non
2022;14680;2130202;prothioconazole;178928-70-6;14.375;Env A;;Non
2022;14680;2130249;pendimethaline;40487-42-1;96;Env A;Substitution;Non
2022;14680;2130251;lambda-cyhalothrine;91465-08-6;1.1;Santé A;Substitution;Non
2022;14680;2130266;bromuconazole;116255-48-2;24.215;CMR;;Non
2022;14680;2130266;tebuconazole;107534-96-3;15.515;CMR;;Non
2022;14680;2140018;trinexapac-ethyl;95266-40-3;3.75;Env A;;Non
2022;14680;2140040;phosmet;732-11-6;52.5;CMR;;Non
2022;14680;2140042;clomazone;81777-89-1;1.08;Env A;;Non
2022;14680;2140078;fludioxonil;131341-86-1;0.3113;Env A;;Non
2022;14680;2140078;tefluthrine;79538-32-2;1.2452;Santé A;;Non
2022;14680;2140082;trinexapac-ethyl;95266-40-3;9.450;Env A;;Non
2022;14680;2140098;aminopyralid;150114-71-9;1.44925;Env A;;Non
2022;14680;2140098;propyzamide;23950-58-5;137.5;CMR;Substitution;Non
2022;14680;2140117;fluopyram;658066-35-4;0.625;Env A;;Non
2022;14680;2140117;prothioconazole;178928-70-6;0.625;Env A;;Non
2022;14680;2140121;acide pelargonique;112-05-0;3.56385;Autre;;Non
2022;14680;2140132;diflufenicanil;83164-33-4;1.5;Env B;;Non
2022;14680;2140168;cuivre du sulfate tribasique;12527-76-3;0.114;Env A;Substitution;Non
2022;14680;2140175;metconazole;125116-23-6;1.35;CMR;;Non
2022;14680;2140199;amidosulfuron;120923-37-7;0.6;Env A;;Non
2022;14680;2140199;iodosulfuron-methyl-sodium;144550-36-7;0.12;Env A;;Non
2022;14680;2140199;mefenpyr-diethyl;135590-91-9;1.08;Autre;;Non
2022;14680;2140199;mesosulfuron-methyl;208465-21-8;0.36;Env A;;Non
2022;14680;2140258;iodosulfuron-methyl-sodium;144550-36-7;0.075;Env A;;Non
2022;14680;2140258;mesosulfuron-methyl;208465-21-8;0.075;Env A;;Non
2022;14680;2150012;mesotrione;104206-82-8;17.28;CMR;;Non
2022;14680;2150019;silthiofam;175217-20-6;0.45;Env A;;Non
2022;14680;2150028;metobromuron;3060-89-7;22.5;CMR;;Non
2022;14680;2150078;clomazone;81777-89-1;4.56;Env A;;Non
2022;14680;2150078;pethoxamide;106700-29-2;76;Env A;;Non
2022;14680;2150140;glyphosate;1071-83-6;108.0;Env A;;Non
2022;14680;2150267;boscalid;188425-85-6;7.5;Env A;;Non
2022;14680;2150753;fluopyram;658066-35-4;3.75;Env A;;Non
2022;14680;2150753;prothioconazole;178928-70-6;3.75;Env A;;Non
2022;14680;2160226;phosphate ferrique;10045-86-0;4.356;Autre;;Non
2022;14680;2160260;metconazole;125116-23-6;6.75;CMR;;Non
2022;14680;2160384;trinexapac-ethyl;95266-40-3;6.25;Env A;;Non
2022;14680;2160417;bentazone;25057-89-0;2.61;Env B;;Non
2022;14680;2160617;benzovindiflupyr;1072957-71-1;5;Santé A;Substitution;Non
2022;14680;2160705;soufre;7704-34-9;175;Autre;;Non
2022;14680;2160705;tebuconazole;107534-96-3;11.25;CMR;;Non
2022;14680;2160724;azoxystrobine;131860-33-8;6.875;Santé A;;Non
2022;14680;2160724;difenoconazole;119446-68-3;6.875;Env A;;Non
2022;14680;2160931;bixafen;581809-46-3;9.100;Env A;;Non
2022;14680;2160931;fluopyram;658066-35-4;9.100;Env A;;Non
2022;14680;2160931;prothioconazole;178928-70-6;18.20;Env A;;Non
2022;14680;2160936;cloquintocet-mexyl;99607-70-2;0.144;Autre;;Non
2022;14680;2160936;fluroxypyr-meptyl;81406-37-3;4.836;Env A;;Non
2022;14680;2160936;halauxifen-methyl;943831-98-9;0.15;Env A;;Non
2022;14680;2160959;benzovindiflupyr;1072957-71-1;2.250;Santé A;Substitution;Non
2022;14680;2160959;prothioconazole;178928-70-6;4.50;Env A;;Non
2022;14680;2161101;fluxapyroxad;907204-31-3;0.75;Santé A;;Non
2022;14680;2161101;pyraclostrobine;175013-18-0;1.5;Santé A;;Non
2022;14680;2170149;cypermethrine;52315-07-8;10;Env A;;Non
2022;14680;2170158;dimethenamide-p (dmta-p);163515-14-8;14.985;Env A;;Non
2022;14680;2170158;quinmerac;90717-03-6;7.515;Env A;;Non
2022;14680;2170429;fenpropidine;67306-00-7;15.75;Env A;;Non
2022;14680;2170429;prochloraze;67747-09-5;21;Env A;;Non
2022;14680;2170429;tebuconazole;107534-96-3;10.5;CMR;;Non
2022;14680;2170752;sedaxane;874967-67-6;0.025;CMR;;Non
2022;14680;2170854;chlorotoluron;15545-48-9;90;CMR;;Non
2022;14680;2170933;prohexadione-calcium;127277-53-6;1.05;Env B;;Non
2022;14680;2170933;trinexapac-ethyl;95266-40-3;1.575;Env A;;Non
2022;14680;2171035;tebuconazole;107534-96-3;23.75;CMR;;Non
2022;14680;2171054;diflufenicanil;83164-33-4;16;Env B;;Non
2022;14680;2171054;flufenacet;142459-58-3;32;Env A;;Non
2022;14680;2171253;bacillus amyloliquefaciens souche mbi 600;NC;;Autre;;Non
2022;14680;2180009;dicamba;1918-00-9;4;Env B;;Non
2022;14680;2180009;tritosulfuron;142469-14-5;2.0;Env A;;Non
2022;14680;2180124;metalaxyl;57837-19-1;0.0388;Env B;;Non
2022;14680;2180124;prothioconazole;178928-70-6;0.194;Env A;;Non
2022;14680;2180196;azoxystrobine;131860-33-8;42.5;Santé A;;Non
2022;14680;2180619;aclonifen;74070-46-5;42;CMR;;Non
2022;14680;2180672;bifenox;42576-02-3;2.4;Env A;;Non
2022;14680;2180807;diflufenicanil;83164-33-4;5.2;Env B;;Non
2022;14680;2180807;flufenacet;142459-58-3;20.8;Env A;;Non
2022;14680;2180807;pendimethaline;40487-42-1;86.58;Env A;Substitution;Non
2022;14680;2190041;prothioconazole;178928-70-6;2.50;Env A;;Non
2022;14680;2190149;flufenacet;142459-58-3;9;Env A;;Non
2022;14680;2190173;metaldehyde;108-62-3;1.26;CMR;;Non
2022;14680;2190173;phosphate ferrique;10045-86-0;2.0412;Autre;;Non
2022;14680;2190214;aclonifen;74070-46-5;247.5;CMR;;Non
2022;14680;2190214;diflufenicanil;83164-33-4;33;Env B;;Non
2022;14680;2190214;flufenacet;142459-58-3;41.25;Env A;;Non
2022;14680;2190246;prosulfocarbe;52888-80-9;312;Env A;;Non
2022;14680;2190311;fludioxonil;131341-86-1;0.36963;Env A;;Non
2022;14680;2190311;fluxapyroxad;907204-31-3;0.36963;Santé A;;Non
2022;14680;2190311;triticonazole;131983-72-7;0.36963;Env A;;Non
2022;14680;2190321;folpel;133-07-3;47.5;CMR;;Non
2022;14680;2190454;cyflufenamid;180409-60-3;0.25;Env A;;Non
2022;14680;2190484;clomazone;81777-89-1;1.44;Env A;;Non
2022;14680;2190548;diflufenicanil;83164-33-4;13;Env B;;Non
2022;14680;2190548;flufenacet;142459-58-3;26;Env A;;Non
2022;14680;2190608;flufenacet;142459-58-3;5;Env A;;Non
2022;14680;2190634;azoxystrobine;131860-33-8;11.25;Santé A;;Non
2022;14680;2190686;fluxapyroxad;907204-31-3;15.25;Santé A;;Non
2022;14680;2190686;mefentrifluconazole;1417782-03-6;30.5;Env A;;Non
2022;14680;2190722;aclonifen;74070-46-5;96;CMR;;Non
2022;14680;2190882;prothioconazole;178928-70-6;21.25;Env A;;Non
2022;14680;2190883;prothioconazole;178928-70-6;2.00;Env A;;Non
2022;14680;2200273;fluazifop-p-butyl;79241-46-6;6.25;CMR;;Non
2022;14680;2200532;trinexapac-ethyl;95266-40-3;6.25;Env A;;Non
2022;14680;2200724;fluxapyroxad;907204-31-3;10;Santé A;;Non
2022;14680;2200724;metconazole;125116-23-6;7.2;CMR;;Non
2022;14680;2200753;glyphosate;1071-83-6;32.4;Env A;;Non
2022;14680;2200839;azoxystrobine;131860-33-8;7.5;Santé A;;Non
2022;14680;2201009;etofenprox;80844-07-1;11.5;Santé A;;Non
2022;14680;2210013;fenpicoxamide;517875-34-2;5;Env A;;Non
2022;14680;2210013;prothioconazole;178928-70-6;10;Env A;;Non
2022;14680;2210128;phosphonate de potassium;13492-26-7;45.3;Autre;;Non
2022;14680;2210138;metazachlore;67129-08-2;6;CMR;;Non
2022;14680;2210138;quinmerac;90717-03-6;1.5;Env A;;Non
2022;14680;2210139;clomazone;81777-89-1;1.3992;Env A;;Non
2022;14680;2210139;metazachlore;67129-08-2;10.494;CMR;;Non
2022;14680;2210192;prosulfocarbe;52888-80-9;288;Env A;;Non
2022;14680;2210742;prothioconazole;178928-70-6;2.5;Env A;;Non
2022;14680;2210742;tebuconazole;107534-96-3;2.5;CMR;;Non
2022;14680;2210743;prothioconazole;178928-70-6;8.125;Env A;;Non
2022;14680;2210743;tebuconazole;107534-96-3;8.125;CMR;;Non
2022;14680;7200313;alcools terpeniques;98-55-5;43.225;Autre;;Non
2022;14680;7900753;clopyralid (sous forme de sel de monoethanolamine);57754-85-5;2.4;Autre;;Non
2022;14680;8100291;metazachlore;67129-08-2;20.0;CMR;;Non
2022;14680;8300063;soufre pour pulverisation (micronise);7704-34-9;224;Autre;;Non
2022;14680;8400574;propyzamide;23950-58-5;70;CMR;Substitution;Non
2022;14680;8600243;aclonifen;74070-46-5;84;CMR;;Non
2022;14680;8700002;chlorotoluron;15545-48-9;90;CMR;;Non
2022;14680;8700462;prosulfocarbe;52888-80-9;312;Env A;;Non
2022;14680;8800161;triallate;2303-17-5;100.8;Env A;;Non
2022;14680;8800199;propaquizafop;111479-05-1;11.34;Env A;;Non
2022;14680;8800395;lambda-cyhalothrine;91465-08-6;0.475;Santé A;Substitution;Non
2022;14680;8800395;pyrimicarbe;23103-98-2;9.5;CMR;;Non
2022;14680;8900564;tau-fluvalinate;102851-06-9;4.80;Env A;;Non
2022;14680;8900681;pendimethaline;40487-42-1;6;Env A;Substitution;Non
2022;14680;9000184;2,4-mcpa;94-74-6;28;Env A;;Non
2022;14680;9000184;clopyralid;1702-17-6;2.8;Autre;;Non
2022;14680;9000184;fluroxypyr-meptyl;81406-37-3;8.064;Env A;;Non
2022;14680;9000222;soufre;7704-34-9;357;Autre;;Non
2022;14680;9000259;amidosulfuron;120923-37-7;0.93;Env A;;Non
2022;14680;9000490;cycloxydime;101205-02-1;10.0;CMR;;Non
2022;14680;9000619;chlorotoluron;15545-48-9;30;CMR;;Non
2022;14680;9000833;metazachlore;67129-08-2;8;CMR;;Non
2022;14680;9000833;quinmerac;90717-03-6;2;Env A;;Non
2022;14680;9100034;chlormequat chlorure;999-81-5;46;Autre;;Non
2022;14680;9100046;trinexapac-ethyl;95266-40-3;1.25;Env A;;Non
2022;14680;9100296;2,4-d;94-75-7;81;Env B;;Non
2022;14680;9100645;clodinafop-propargyl;105512-06-9;0.1;Env A;;Non
2022;14680;9100645;cloquintocet-mexyl;99607-70-2;0.025;Autre;;Non
2022;14680;9200073;triflusulfuron-methyl;126535-15-7;0.05;CMR;;Non
2022;14680;9200159;pyrimethanil;53112-28-0;2;Env A;;Non
2022;14680;9400052;clethodime;99129-21-2;13.92;Env B;;Non
2022;14680;9400085;etofenprox;80844-07-1;14.9500;Santé A;;Non
2022;14680;9400463;phenmediphame;13684-63-4;0.8;Env A;;Non
2022;14680;9500040;quizalofop-p-ethyl;100646-51-3;2.0;Env A;;Non
2022;14680;9500628;bentazone;25057-89-0;44.37;Env B;;Non
2022;14680;9600093;azoxystrobine;131860-33-8;8.540;Santé A;;Non
2022;14680;9600229;fenpropidine;67306-00-7;3.75;Env A;;Non
2022;14680;9600370;2,4-mcpa;94-74-6;14;Env A;;Non
2022;14680;9600370;clopyralid (sous forme de sel de monoethanolamine);57754-85-5;1.4;Autre;;Non
2022;14680;9800018;clomazone;81777-89-1;5.7;Env A;;Non
2022;14680;9800018;dimethachlore;50563-36-5;35.625;Env A;;Non
2022;14680;9800018;napropamide;15299-99-7;35.625;Env A;;Non
2022;14680;9800100;chlorotoluron;15545-48-9;210;CMR;;Non
2022;14680;9800126;flufenacet;142459-58-3;12;Env A;;Non
2022;14680;9800126;metribuzine;21087-64-9;8.75;Env A;;Non
2022;14680;9800277;florasulame;145701-23-1;0.05;Env A;;Non
2022;14680;9800336;lambda-cyhalothrine;91465-08-6;1.8;Santé A;Substitution;Non
2022;14680;9900047;mesotrione;104206-82-8;1.0;CMR;;Non
2022;14680;9900115;clethodime;99129-21-2;22.2;Env B;;Non
2022;14680;9900202;amidosulfuron;120923-37-7;1.200;Env A;;Non
2022;14680;9900202;iodosulfuron-methyl-sodium;144550-36-7;0.1200;Env A;;Non
2022;14680;9900202;mefenpyr-diethyl;135590-91-9;1.200;Autre;;Non
2022;14680;9900446;cymoxanil;57966-95-7;2.483;CMR;;Non
2022;14680;9900446;fludioxonil;131341-86-1;1.2415;Env A;;Non
2022;14680;9900446;metalaxyl-m;70630-17-0;4.211168;Autre;;Non
2022;14690;2000018;soufre pour pulverisation (micronise);7704-34-9;48;Autre;;Non
2022;14690;2000201;silthiofam;175217-20-6;1.34750;Env A;;Non
2022;14690;2000202;glyphosate;1071-83-6;50.4;Env A;;Non
2022;14690;2000205;propoxycarbazone sodium;181274-15-7;1.05;Env A;;Non
2022;14690;2000299;clomazone;81777-89-1;0.36;Env A;;Non
2022;14690;2000301;foramsulfuron;173159-57-4;0.9;CMR;;Non
2022;14690;2000301;isoxadifen-ethyl;163520-33-0;0.9;Env A;;Non
2022;14690;2000316;esfenvalerate;66230-04-4;2.70;Santé A;Substitution;Non
2022;14690;2000324;deltamethrine;52918-63-5;1.9;Santé A;;Non
2022;14690;2000369;metsulfuron-methyl;74223-64-6;0.08;Env A;Substitution;Non
2022;14690;2010030;mepiquat-chlorure;24307-26-4;19.5;Env B;;Non
2022;14690;2010030;prohexadione-calcium;127277-53-6;3.25;Env B;;Non
2022;14690;2010239;florasulame;145701-23-1;0.01;Env A;;Non
2022;14690;2010239;fluroxypyr-meptyl;81406-37-3;1.441;Env A;;Non
2022;14690;2010280;metconazole;125116-23-6;28.8;CMR;;Non
2022;14690;2010425;metsulfuron-methyl;74223-64-6;0.1;Env A;Substitution;Non
2022;14690;2010427;quizalofop-p-ethyl;100646-51-3;1.8;Env A;;Non
2022;14690;2010513;bacillus thuringiensis ssp kurstaki souche abts-351;68038-71-1;;Autre;;Non
2022;14690;2020099;trifloxystrobine;141517-21-7;1;Env A;;Non
2022;14690;2020474;metazachlore;67129-08-2;60.0;CMR;;Non
2022;14690;2030071;metaldehyde;108-62-3;58.25;CMR;;Non
2022;14690;2030323;fludioxonil;131341-86-1;4.95750;Env A;;Non
2022;14690;2030342;chlormequat chlorure;999-81-5;312.8;Autre;;Non
2022;14690;2030404;pendimethaline;40487-42-1;4;Env A;Substitution;Non
2022;14690;2040146;tefluthrine;79538-32-2;4.308;Santé A;;Non
2022;14690;2050046;flonicamide;158062-67-0;0.25;Autre;;Non
2022;14690;2050075;boscalid;188425-85-6;6.25;Env A;;Non
2022;14690;2060002;difenoconazole;119446-68-3;1.5;Env A;;Non
2022;14690;2060026;flazasulfuron;104040-78-0;0.25;Env A;;Non
2022;14690;2060051;metrafenone;220899-03-6;14.7;Env A;;Non
2022;14690;2060088;benoxacor;98730-04-2;7.6;Autre;;Non
2022;14690;2060088;mesotrione;104206-82-8;15.2;CMR;;Non
2022;14690;2060088;s-metolachlore;87392-12-9;152;Env A;;Non
2022;14690;2060116;prothioconazole;178928-70-6;1.25;Env A;;Non
2022;14690;2060119;metsulfuron-methyl;74223-64-6;0.036;Env A;Substitution;Non
2022;14690;2060127;prothioconazole;178928-70-6;0.085;Env A;;Non
2022;14690;2060131;2,4-d;94-75-7;3.255;Env B;;Non
2022;14690;2060131;triclopyr;55335-06-3;3.626;Env B;;Non
2022;14690;2070184;chlorotoluron;15545-48-9;8;CMR;;Non
2022;14690;2070184;diflufenicanil;83164-33-4;0.5;Env B;;Non
2022;14690;2070221;metazachlore;67129-08-2;4;CMR;;Non
2022;14690;2070221;quinmerac;90717-03-6;1;Env A;;Non
2022;14690;2080026;nicosulfuron;111991-09-4;0.6;Env A;;Non
2022;14690;2080117;prosulfuron;94125-34-5;0.075;Env A;Substitution;Non
2022;14690;2080123;metsulfuron-methyl;74223-64-6;1.12;Env A;Substitution;Non
2022;14690;2080125;metsulfuron-methyl;74223-64-6;0.10;Env A;Substitution;Non
2022;14690;2080145;diflufenicanil;83164-33-4;50.6;Env B;;Non
2022;14690;2080145;flufenacet;142459-58-3;101.2;Env A;;Non
2022;14690;2080147;difenoconazole;119446-68-3;1.25;Env A;;Non
2022;14690;2080147;paclobutrazol;76738-62-0;0.625;CMR;;Non
2022;14690;2090016;imazamox;114311-32-9;1.336;Env A;Substitution;Non
2022;14690;2090016;pendimethaline;40487-42-1;20.0;Env A;Substitution;Non
2022;14690;2090019;6-benzyladenine;1214-39-7;0.1;CMR;;Non
2022;14690;2090041;cloquintocet-mexyl;99607-70-2;1.2;Autre;;Non
2022;14690;2090041;pyroxsulame;422556-08-9;1.2;Env A;;Non
2022;14690;2090042;cloquintocet-mexyl;99607-70-2;1.2294;Autre;;Non
2022;14690;2090042;florasulame;145701-23-1;0.4104;Env A;;Non
2022;14690;2090042;pyroxsulame;422556-08-9;1.2294;Env A;;Non
2022;14690;2090050;cypermethrine;52315-07-8;2.304;Env A;;Non
2022;14690;2090057;metsulfuron-methyl;74223-64-6;0.4995;Env A;Substitution;Non
2022;14690;2090057;tribenuron-methyle;101200-48-0;0.9990;Env A;;Non
2022;14690;2090068;mepiquat-chlorure;24307-26-4;7.35;Env B;;Non
2022;14690;2090068;metconazole;125116-23-6;1.05;CMR;;Non
2022;14690;2090080;sulcotrione;99105-77-8;12;CMR;;Non
2022;14690;2090101;nicosulfuron;111991-09-4;2.2;Env A;;Non
2022;14690;2090111;cypermethrine;52315-07-8;12.213;Env A;;Non
2022;14690;2090112;dimethenamide-p (dmta-p);163515-14-8;5;Env A;;Non
2022;14690;2090112;metazachlore;67129-08-2;5;CMR;;Non
2022;14690;2090113;dimethenamide-p (dmta-p);163515-14-8;4.25;Env A;;Non
2022;14690;2090113;pendimethaline;40487-42-1;5;Env A;Substitution;Non
2022;14690;2090117;tebuconazole;107534-96-3;26;CMR;;Non
2022;14690;2090153;dicamba;1918-00-9;12.0;Env B;;Non
2022;14690;2090153;tritosulfuron;142469-14-5;2.50;Env A;;Non
2022;14690;2090157;cyflufenamid;180409-60-3;1.55;Env A;;Non
2022;14690;2090186;prosulfocarbe;52888-80-9;16;Env A;;Non
2022;14690;2100009;thifensulfuron-methyle;79277-27-3;2.9970;Env A;;Non
2022;14690;2100009;tribenuron-methyle;101200-48-0;1.5030;Env A;;Non
2022;14690;2100018;tebuconazole;107534-96-3;23.75;CMR;;Non
2022;14690;2100026;cypermethrine;52315-07-8;7.0;Env A;;Non
2022;14690;2100028;fluroxypyr;69377-81-7;8;Env B;;Non
2022;14690;2100030;phosphate ferrique;10045-86-0;27.918;Autre;;Non
2022;14690;2100037;boscalid;188425-85-6;3;Env A;;Non
2022;14690;2100037;dimoxystrobine;149961-52-4;3;CMR;;Non
2022;14690;2100052;cyprodinyl;121552-61-2;30.0;Env A;;Non
2022;14690;2100057;prothioconazole;178928-70-6;11.375;Env A;;Non
2022;14690;2100057;trifloxystrobine;141517-21-7;5.72;Env A;;Non
2022;14690;2100069;metsulfuron-methyl;74223-64-6;0.168;Env A;Substitution;Non
2022;14690;2100069;thifensulfuron-methyle;79277-27-3;1.632;Env A;;Non
2022;14690;2100108;prothioconazole;178928-70-6;28.750;Env A;;Non
2022;14690;2100108;tebuconazole;107534-96-3;28.750;CMR;;Non
2022;14690;2100110;cyprodinyl;121552-61-2;0.5;Env A;;Non
2022;14690;2100110;fludioxonil;131341-86-1;0.25;Env A;;Non
